,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVERAGE NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
19,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,0,0,-0.9999990000010001,0.00013708019189347768,10,1.2902584493041749,104.51610337972168,10,1298,1006,3,3,2.3618290258449304
20,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,0,0,0.0,0.0,13,1.5158878504672897,109.80635514018691,13,1622,1070,4,4,2.447663551401869
21,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,0,0,0.0,0.0,11,1.501930501930502,114.20077220077219,11,1167,777,3,5,2.4311454311454312
22,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,0,0,0.0,0.0,9,1.4622222222222223,117.7848888888889,9,658,450,2,3,2.4444444444444446
23,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,0,0,0.0,0.0,13,1.5967391304347827,123.03869565217393,13,1469,920,3,4,2.4554347826086955
24,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,0,0,0.0,0.0,12,1.1582417582417583,127.6632967032967,12,527,455,3,3,2.2131868131868133
25,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,0,0,0.0,0.0,15,1.5904088050314464,133.83616352201258,15,2023,1272,3,5,2.52751572327044
26,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,0,0,0.0,0.0,12,1.325984251968504,138.5303937007874,12,1684,1270,3,4,2.4070866141732283
27,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,0,0,0.0,0.0,12,1.9099462365591398,143.56397849462365,12,1421,744,1,3,2.7379032258064515
28,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,0,0,0.0,0.0,9,1.4172839506172838,146.9669135802469,9,1148,810,3,3,2.38641975308642
29,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,0,0,-0.9999990000010001,0.00013954786489819314,14,1.6406926406926408,152.65627705627705,14,1516,924,4,3,2.574675324675325
30,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,0,0,0.0,0.0,12,1.6147859922178989,157.44591439688716,12,1660,1028,2,5,2.4990272373540856
31,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,0,0,0.0,0.0,14,1.826625386996904,163.1306501547988,14,590,323,2,4,2.7523219814241484
32,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,0,0,0.0,0.0,96,1.377456049638056,201.35098241985523,96,1332,967,3,5,2.426059979317477
33,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,0,0,0.0,0.0,10,1.5793918918918919,205.43175675675676,10,935,592,3,4,2.518581081081081
34,https://insights.blackcoffer.com/evolution-of-advertising-industry/,0,0,0.0,0.0,10,2.0022371364653244,209.60089485458613,10,895,447,3,3,2.6890380313199107
35,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,0,0,-0.9999990000010001,0.00059630292152874,16,1.5971563981042654,215.83886255924173,16,337,211,3,2,2.5497630331753554
36,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,0,0,0.0,0.0,11,1.6198738170347002,220.24794952681387,11,1027,634,2,5,2.5425867507886437
37,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,0,0,0.0,0.0,14,1.5197604790419161,225.80790419161679,14,1269,835,3,4,2.5353293413173654
38,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,0,0,0.0,0.0,14,1.5137614678899083,231.40550458715597,14,660,436,2,3,2.419724770642202
39,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,0,0,0.0,0.0,9,1.5004566210045662,235.00018264840185,9,1643,1095,3,3,2.4547945205479453
40,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,0,0,0.0,0.0,9,1.6208530805687205,238.6483412322275,9,684,422,2,3,2.4597156398104265
41,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,0,0,0.0,0.0,13,1.222672064777328,243.6890688259109,13,302,247,4,3,2.388663967611336
42,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,0,0,0.0,0.0,14,1.2547945205479452,249.30191780821917,14,916,730,2,3,2.2643835616438355
43,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,0,0,0.0,0.0,16,1.8129675810473815,255.92518703241896,16,727,401,3,3,2.708229426433915
44,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,0,0,0.0,0.0,7,1.8482142857142858,258.7392857142857,7,414,224,4,2,2.607142857142857
45,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,0,0,0.0,0.0,9,1.6818181818181819,262.2727272727273,9,185,110,2,2,2.581818181818182
46,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,0,0,0.0,0.0,8,1.1746361746361746,265.26985446985447,8,565,481,3,3,2.284823284823285
47,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,0,0,0.0,0.0,11,1.134453781512605,269.653781512605,11,135,119,2,2,2.3445378151260505
48,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,0,0,0.0,0.0,12,2.1491344873502,274.85965379494013,12,1614,751,2,3,2.800266311584554
49,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,0,0,0.0,0.0,15,1.6170212765957446,280.6468085106383,15,532,329,2,3,2.440729483282675
50,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,0,0,0.0,0.0,12,1.2957074721780604,285.3182829888712,12,815,629,3,5,2.3481717011128778
51,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,0,0,0.0,0.0,13,1.9307692307692308,290.7723076923077,13,2008,1040,2,5,2.7096153846153848
52,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,0,0,0.0,0.0,13,1.3237704918032787,295.7295081967213,13,1292,976,4,3,2.3688524590163933
53,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,0,0,0.0,0.0,10,1.2965440356744704,299.7186176142698,10,1163,897,3,4,2.3121516164994427
54,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,0,0,0.0,0.0,7,1.3696581196581197,302.54786324786323,7,641,468,3,3,2.3119658119658117
55,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,0,0,0.0,0.0,11,1.4390243902439024,306.9756097560976,11,1062,738,4,3,2.3577235772357725
56,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,0,0,0.0,0.0,16,1.4252873563218391,313.37011494252874,16,372,261,4,3,2.478927203065134
57,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,0,0,0.0,0.0,14,1.7073662966700303,319.082946518668,14,1692,991,4,3,2.5852674066599395
58,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,0,0,-0.9999990000010001,0.00022972662526309976,7,1.3293918918918919,321.7317567567568,7,787,592,4,5,2.347972972972973
59,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,0,0,0.0,0.0,8,0.9748822605965463,324.78995290423865,8,621,637,2,5,2.1679748822605966
60,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,0,0,0.0,0.0,16,1.1659973226238287,331.2663989290495,16,871,747,2,4,2.21954484605087
61,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,0,0,0.0,0.0,10,1.6666666666666667,335.4666666666667,10,1495,897,4,5,2.4983277591973243
62,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,0,0,-0.9999990000010001,0.00021630975552318628,7,1.354632587859425,338.1418530351438,7,848,626,1,5,2.3610223642172525
63,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,0,0,0.0,0.0,16,1.37308533916849,344.5492341356674,16,1255,914,2,4,2.280087527352298
64,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,0,0,0.0,0.0,19,1.4857768052516411,352.1943107221007,19,679,457,1,3,2.49890590809628
65,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,0,0,0.0,0.0,19,1.6538461538461537,359.8615384615385,19,1204,728,4,3,2.565934065934066
66,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,0,0,0.0,0.0,13,1.5602766798418972,365.0241106719368,13,1579,1012,3,5,2.4851778656126484
67,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,2,2,0.33333322222225925,0.00017614937465937705,12,1.1077292751301562,369.6430917100521,12,2766,2497,3,5,1.9855826992390868
68,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,0,0,0.0,0.0,12,1.4633431085043989,374.5853372434018,12,1497,1023,2,5,2.4887585532746823
69,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,0,0,0.0,0.0,16,1.812877263581489,381.1251509054326,16,1802,994,4,4,2.6841046277665996
70,https://insights.blackcoffer.com/human-rights-outlook/,0,0,0.0,0.0,11,1.24,385.29600000000005,11,124,100,1,2,2.36
71,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,0,0,0.0,0.0,13,1.228855721393035,390.49154228855724,13,741,603,3,4,2.2603648424543947
72,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,0,0,0.0,0.0,8,1.4754098360655739,393.7901639344263,8,1530,1037,3,4,2.4320154291224685
73,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,0,0,0.0,0.0,11,1.4346642468239565,398.1738656987296,11,1581,1102,2,5,2.3847549909255896
74,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,0,0,0.0,0.0,14,1.3827534039334342,403.7531013615734,14,914,661,2,5,2.417549167927383
75,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,0,0,0.0,0.0,18,1.5506993006993006,411.02027972027975,18,1774,1144,4,3,2.4335664335664338
76,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,0,0,0.0,0.0,11,1.4112627986348123,415.36450511945395,11,827,586,3,3,2.4334470989761092
77,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,0,0,0.0,0.0,9,1.4341534008683068,418.97366136034736,9,991,691,0,5,2.4399421128798844
78,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,0,0,0.0,0.0,16,1.4859375,425.3943750000001,16,951,640,0,4,2.4859375
79,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,0,0,-0.9999990000010001,0.00014788524103107287,15,1.5106382978723405,431.404255319149,15,1349,893,3,4,2.3594624860022395
80,https://insights.blackcoffer.com/travel-and-tourism-outlook/,0,0,0.0,0.0,10,1.0701754385964912,435.2280701754386,10,122,114,1,2,2.175438596491228
81,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,0,0,0.0,0.0,10,1.2950075642965204,439.31800302571867,10,856,661,3,4,2.3585476550680786
82,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,0,0,0.0,0.0,11,1.3285714285714285,443.7314285714286,11,558,420,2,5,2.2738095238095237
83,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,0,0,0.0,0.0,13,1.6,449.03999999999996,13,1104,690,4,4,2.5782608695652174
84,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,0,0,0.0,0.0,14,1.3374340949033392,454.53497363796134,14,761,569,3,4,2.428822495606327
85,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,0,0,0.0,0.0,22,1.737037037037037,463.49481481481484,22,469,270,2,4,2.5074074074074075
86,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,0,0,-0.9999990000010001,0.00035984166953586123,12,0.8589420654911839,467.9435768261965,12,341,397,2,3,2.0831234256926954
87,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,0,0,0.0,0.0,19,1.746434231378764,475.8985736925515,19,1102,631,3,5,2.5578446909667196
88,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,0,0,0.0,0.0,12,0.7525510204081632,480.3010204081633,12,295,392,3,5,2.0153061224489797
89,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,0,0,0.0,0.0,13,1.4372163388804842,485.77488653555224,13,950,661,1,5,2.4084720121028744
90,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,0,0,0.0,0.0,11,1.7040133779264215,490.2816053511706,11,1019,598,4,4,2.6337792642140467
91,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,0,0,0.0,0.0,11,1.6885758998435054,494.6754303599374,11,1079,639,2,5,2.5508607198748043
92,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,0,0,-0.99999950000025,0.00033014196098875173,14,1.4205256570713392,500.16821026282855,14,1135,799,2,3,2.3591989987484356
93,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,0,0,0.0,0.0,12,1.3270300333704115,504.9308120133482,12,1193,899,4,4,2.409343715239155
94,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,0,0,0.0,0.0,15,1.4455696202531645,510.97822784810126,15,1713,1185,3,4,2.330801687763713
95,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,0,0,0.0,0.0,41,0.6639676113360324,527.0655870445344,41,328,494,3,4,1.9271255060728745
96,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,0,0,0.0,0.0,17,1.6202635914332784,534.2481054365734,17,1967,1214,2,4,2.454695222405272
97,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,0,0,0.0,0.0,9,1.0829875518672198,537.6331950207469,9,783,723,2,4,2.2047026279391426
98,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,0,0,0.0,0.0,14,1.7555555555555555,543.5022222222223,14,395,225,4,3,2.457777777777778
99,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,0,0,0.0,0.0,15,1.3981481481481481,549.3592592592594,15,1963,1404,3,3,2.3789173789173788
100,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,0,0,0.0,0.0,13,1.0551558752997603,554.42206235012,13,880,834,4,4,2.2170263788968825
101,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,0,0,0.0,0.0,12,1.3352112676056338,559.3340845070423,12,1422,1065,5,4,2.347417840375587
102,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,0,0,0.0,0.0,14,1.431175934366454,564.9724703737465,14,1570,1097,3,4,2.396536007292616
103,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,0,0,0.0,0.0,19,1.5699685534591195,572.6279874213836,19,1997,1272,2,4,2.4001572327044025
104,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,0,0,0.0,0.0,16,1.8187793427230048,579.1275117370892,16,1937,1065,4,5,2.602816901408451
105,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,0,0,0.0,0.0,14,1.4750499001996007,584.5900199600799,14,739,501,3,4,2.4251497005988023
106,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,0,0,0.0,0.0,14,1.646755921730175,590.2587023686921,14,1599,971,3,4,2.544799176107106
107,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,0,0,0.0,0.0,12,1.6300174520069808,595.0520069808028,12,934,573,3,4,2.493891797556719
108,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,0,0,0.0,0.0,15,1.4881720430107528,600.9952688172043,15,692,465,2,3,2.3634408602150536
109,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,0,0,0.0,0.0,22,1.4494180841539839,609.7797672336616,22,1619,1117,4,5,2.459265890778872
110,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,0,0,0.0,0.0,15,1.5345454545454544,615.8138181818182,15,1688,1100,3,4,2.5054545454545454
111,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,0,0,0.0,0.0,13,1.7941534713763703,621.1176613885506,13,1473,821,27,3,2.5225334957369063
112,https://insights.blackcoffer.com/continued-demand-for-sustainability/,0,0,0.0,0.0,15,2.2326656394453006,627.2930662557782,15,1449,649,2,3,2.864406779661017
113,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,0,0,0.0,0.0,17,2.1576763485477177,634.0630705394192,17,520,241,2,4,2.929460580912863
114,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,0,0,0.0,0.0,12,0.9900497512437811,638.3960199004975,12,199,201,1,3,2.1691542288557213
115,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0,0,0.0,0.0,9,1.7932692307692308,642.3173076923077,9,373,208,2,3,2.4663461538461537
116,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,0,0,0.0,0.0,18,1.3611111111111112,649.3444444444444,18,196,144,2,4,2.236111111111111
117,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,0,0,0.0,0.0,10,1.8445945945945945,653.5378378378379,10,273,148,2,4,2.6621621621621623
118,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,0,0,0.0,0.0,12,1.8708133971291867,658.3483253588516,12,782,418,2,3,2.610047846889952
119,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,0,0,0.0,0.0,15,1.2875,664.115,15,824,640,2,4,2.3140625
120,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,0,0,0.0,0.0,17,1.25,670.9000000000001,17,740,592,3,4,2.295608108108108
121,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,0,0,0.0,0.0,14,1.660909090909091,676.6643636363638,14,1827,1100,4,5,2.539090909090909
122,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,0,0,0.0,0.0,10,1.4813829787234043,680.5925531914894,10,557,376,1,4,2.4627659574468086
123,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,0,0,0.0,0.0,18,1.628776978417266,687.8515107913669,18,1132,695,0,3,2.4906474820143885
124,https://insights.blackcoffer.com/blockchain-in-fintech/,0,0,0.0,0.0,15,1.4308797127468582,693.7723518850988,15,797,557,4,3,2.4470377019748653
125,https://insights.blackcoffer.com/blockchain-for-payments/,0,0,0.0,0.0,11,1.5546075085324231,698.221843003413,11,911,586,3,4,2.464163822525597
126,https://insights.blackcoffer.com/the-future-of-investing/,0,0,0.0,0.0,16,1.5491159135559922,704.6196463654223,16,1577,1018,2,4,2.395874263261297
127,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,0,0,0.0,0.0,11,1.6735537190082646,709.0694214876034,11,1215,726,3,3,2.534435261707989
128,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,0,0,0.0,0.0,15,2.1089324618736383,715.2435729847494,15,968,459,4,3,2.7908496732026142
129,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,0,0,0.0,0.0,9,1.5721003134796239,718.6288401253919,9,1003,638,1,3,2.520376175548589
130,https://insights.blackcoffer.com/obstacles-to-data-driven-healthcare/,0,0,0.0,0.0,16,1.6017601760176017,725.0407040704072,16,1456,909,1,3,2.525852585258526
131,https://insights.blackcoffer.com/monetization-of-data-innovate-to-harvest-the-full-value-of-data/,1,1,0.9999990000010001,0.00016046213091135074,13,1.9854497354497354,730.39417989418,13,1501,756,4,4,2.7751322751322753
132,https://insights.blackcoffer.com/traceability-of-information-master-your-data-capital/,0,0,0.0,0.0,14,2.20199146514936,736.0807965860598,14,1548,703,5,4,2.883357041251778
133,https://insights.blackcoffer.com/bank-risk-management-india/,0,0,-0.99999950000025,0.00032483352276679655,13,1.3934226552984166,740.9573690621194,13,1144,821,2,4,2.292326431181486
134,https://insights.blackcoffer.com/advance-analytics-for-refocusing-profits/,0,0,0.0,0.0,11,1.8441717791411043,745.5376687116565,11,1503,815,4,3,2.67239263803681
135,https://insights.blackcoffer.com/role-of-big-data-analytics-banking-and-finance/,0,0,0.0,0.0,12,1.4932562620423893,750.197302504817,12,775,519,3,4,2.433526011560694
136,https://insights.blackcoffer.com/mitigating-bank-risk-management/,0,0,0.0,0.0,18,1.6034285714285714,757.4413714285715,18,1403,875,3,3,2.4274285714285715
137,https://insights.blackcoffer.com/future-of-bank-risk-management/,0,0,0.0,0.0,13,1.5132382892057026,762.6052953156823,13,743,491,4,4,2.405295315682281
138,https://insights.blackcoffer.com/advanced-analytics-redefining-banking/,0,0,0.0,0.0,15,1.5357142857142858,768.6142857142858,15,1505,980,4,4,2.466326530612245
139,https://insights.blackcoffer.com/marketing-analytics-needs/,0,0,0.0,0.0,10,1.6460369163952226,772.658414766558,10,1516,921,4,4,2.498371335504886
140,https://insights.blackcoffer.com/big-data-analytics-to-bring-transparency-and-good-governance/,1,1,0.9999990000010001,0.00022011886413820847,15,1.8318425760286225,778.7327370304115,15,1024,559,2,5,2.6511627906976742
141,https://insights.blackcoffer.com/how-political-leaders-will-shape-tomorrow-using-big-data-analytics/,0,0,0.0,0.0,18,1.8384831460674158,785.935393258427,18,1309,712,5,4,2.693820224719101
142,https://insights.blackcoffer.com/big-data-and-analytics-to-help-form-political-leaders-win-election/,0,0,0.0,0.0,11,1.8505942275042444,790.3402376910017,11,1090,589,3,3,2.6519524617996604
143,https://insights.blackcoffer.com/the-emergence-of-data-analytics/,0,0,0.0,0.0,12,1.5863013698630137,795.0345205479452,12,579,365,4,3,2.5616438356164384
144,https://insights.blackcoffer.com/how-artificial-intelligence-can-deliver-real-value-to-companies-2/,0,0,0.0,0.0,11,1.7729672650475186,799.5091869060191,11,1679,947,0,4,2.640971488912355
145,https://insights.blackcoffer.com/the-prospective-recipe-of-success-in-the-age-of-analytics/,0,0,0.0,0.0,11,1.632293080054274,803.8529172320218,11,1203,737,0,4,2.4694708276797828
146,https://insights.blackcoffer.com/using-people-analytics-to-drive-business-performance/,0,0,0.0,0.0,12,1.3868613138686132,808.5547445255474,12,570,411,2,4,2.423357664233577
147,https://insights.blackcoffer.com/how-artificial-intelligence-can-deliver-real-value-to-companies/,0,0,0.0,0.0,11,1.5558546433378198,813.0223418573352,11,1156,743,3,5,2.56393001345895
